day,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5,sizebin6,,Day 1= December 1st (no specific year- they  are calculated by a model- day 335 is Dec 1 on Camila's set up)
331,0.000237442,0.000123603,0.00055867,0.310100531,2.455353587,4.101528137,,
332,0.000237723,0.0001235,0.000559307,0.306796202,2.422379433,4.04685298,,
333,0.000238083,0.000123444,0.000560342,0.303650122,2.390596462,3.99420497,,
334,0.000238503,0.000123428,0.00056176,0.300654829,2.359952386,3.943486301,,
335,0.000238982,0.000123453,0.000563576,0.297822426,2.330538018,3.894843564,,
336,0.000239585,0.000123548,0.000565894,0.295220274,2.302879728,3.849159069,,
337,0.000240249,0.000123687,0.000568638,0.292814478,2.276684604,3.80595125,,
338,0.000240941,0.000123856,0.00057175,0.290587112,2.251781366,3.764945237,,
339,0.000241629,0.000124037,0.000575169,0.288518938,2.227983457,3.725843635,,
340,0.00024229,0.000124219,0.000578823,0.286589436,2.20510263,3.688346909,,
341,0.000242925,0.000124396,0.000582642,0.284779073,2.182980041,3.652202714,,
342,0.000243544,0.000124571,0.000586584,0.283085244,2.161587023,3.617375708,,
343,0.000244148,0.000124739,0.000590595,0.281495569,2.140822987,3.583708382,,
344,0.000244751,0.000124906,0.000594639,0.280008129,2.12068858,3.551207598,,
345,0.000245351,0.000125069,0.000598674,0.278615378,2.101124082,3.51978151,,
346,0.000245942,0.000125228,0.00060267,0.277314721,2.082116473,3.489410397,,
347,0.000246526,0.000125381,0.000606591,0.276100389,2.063628037,3.460034279,,
348,0.000247099,0.000125529,0.000610404,0.2749676,2.045632226,3.431607569,,
349,0.000247655,0.000125667,0.000614042,0.273901885,2.028035643,3.403971268,,
350,0.000248186,0.000125792,0.000617439,0.27288803,2.010741246,3.376958498,,
351,0.000248638,0.000125876,0.000620457,0.271866922,1.993330245,3.349856762,,
352,0.000248969,0.0001259,0.000622972,0.270788097,1.975451275,3.322066779,,
353,0.00024917,0.000125849,0.000624797,0.269570269,1.956587626,3.292694152,,
354,0.000249238,0.000125718,0.000625839,0.268170797,1.93649089,3.261294522,,
355,0.00024923,0.000125532,0.00062617,0.266607284,1.915373912,3.228187232,,
356,0.000249217,0.000125329,0.000625906,0.264946227,1.893784851,3.194269096,,
357,0.000249305,0.000125168,0.000625484,0.263313675,1.872625031,3.161022919,,
358,0.000249438,0.000125033,0.000624911,0.26170694,1.851878943,3.128402027,,
359,0.000249639,0.000124936,0.000624294,0.260151978,1.831734596,3.096708422,,
360,0.000249899,0.000124874,0.00062366,0.258643785,1.812137007,3.065851484,,
361,0.000250223,0.000124848,0.000623007,0.257182441,1.793111151,3.035860062,,
362,0.00025059,0.000124853,0.000622356,0.255770504,1.774673937,3.006758384,,
363,0.000250986,0.000124884,0.000621717,0.254409266,1.756816221,2.97852705,,
364,0.000251408,0.000124938,0.000621093,0.253099248,1.739532399,2.951155872,,
365,0.000251859,0.000125017,0.000620481,0.251840005,1.722826447,2.924652374,,
